MatchID,TeamName,IsHomeTeam,IsAwayTeam,Goals,Ball Possession,Total Attempts,Attempts on target,Attempts off target,Attempts against woodwork,Attempts Accuracy,Corners,Offsides,Saves,Tackles won,Clearances,Recovered balls,Fouls committed,Yellow.Cards,Red.Cards,Passes completed,Passes accuracy,Distance covered (m),Distance covered in possession (m),Top Speed (Km/h),Own-goals,Goals scored,Goals_conceded,Own-goals for,Goals scored by right foot,Goals scored by left foot,Goals scored by head,Goals scored by backheel,Goals scored by other part of body,Goals scored in open play,Goals scored on direct free-kcik,Goals scored on indirect free-kcik,Goals scored on penalty ,Goals on corner ,Goals scored in penalty area,Goals scored outside penalty area,Goals on penalty phase,Goals in open play from centre,Goals in open play from left,Goals in open play from right,Attempts blocked,Attempts on bar,Attempts on post,Woodwork (after deflection),Attempts on direct free kick,Attempts on indirect free kick,Attempts from corner,Attempts on target in penalty area,Attempts on target outside penalty area,Attempts off target in penalty area,Attempts off target outside penalty area,Attempts in open play from centre,Attempts in open play from left,Attempts in open play from right,Free kicks on goal ,Instance of possession ,Ball not in play,Crosses attempted,Crosses short,Crosses medium,Crosses long,Crosses completed,Crosses completed short,Crosses completed medium,Crosses completed long,Corners short,Corners medium,Corners long,Corners completed,Corners completed short,Corners completed medium,Corners completed long,Dribbling,Passes attempted,Passes attempted short,Passes attempted medium,Passes attempted long,Passes completed short,Passes completed medium,Passes completed long,Passes received,Passes received short,Passes received medium,Passes received long,Passes accuracy short,Passes accuracy medium,Passes accuracy long,Passes completed forward,Passes completed backward,Passes completed left,Passes completed right,Passes per instance of possession ,Delivery into attacking third,Delivery into key play area,Delivery into penalty area,Delivery into goal area,Solo run into attacking third,Solo run into key play area,Solo run into penalty area,Total Attacks,Attacks from centre,Attacks from right,Attacks from left,Organized attack,Counter attack,Clearances successful,Clearances unsuccesful,Tackles,Tackles lost,Tackles performed gaining the ball,Tackles performed not gaining the ball,Tackles suffered,Tackles suffered losing the ball,Tackles suffered not losing the ball,Lost balls,Lost balls own half,Lost balls opposite half,Change of possession,Blocks,Throw-in,Goals conceded from open play ,Goals conceded from set pieces,Goals conceded in penalty area,Goals conceded outside penalty area,Saves in open play,Saves on set pieces,Saves on direct free kick,Saves on indirect free kick,Saves on penalty,Saves on corner,Saves in open play from centre,Saves in open play from left,Saves in open play from right,Punches,High Claims,Low Claims,Goalkeeper kicks attempted,Goalkeeper kicks short,Goalkeeper kicks medium,Goalkeeper kicks long,Goalkeeper kicks completed,Goalkeeper kicks completed short,Goalkeeper kicks completed medium,Goalkeeper kicks completed long,Goalkeeper kicks completed %,Played Time,Fouls suffered,Fouls committed own half,Fouls committed opposite half,Fouls suffered own half,Fouls suffered opposite half,Penalty fouls,Handball,Simulation,Offsides suffered,Distance covered in low activity (m),Distance covered in medium activity (m),Distance covered in high activity (m),Distance covered in very high activity (m),Distance covered in low activity (%),Distance covered in medium activity (%),Distance covered in high activity (%),Distance covered in very high activity (%),Average distance covered,Average distance covered in low activity ,Average distance covered in medium activity ,Average distance covered in high activity ,Average distance covered in very high activity covered,Time spent in low activity (%),Time spent in medium activity (%),Time spent in high activity (%),Time spent in very high activity (%),Time spent in low activity,Time spent in medium activity,Time spent in high activity,Time spent in very high activity,Sprints,Assists,Distance covered (Km),Distance covered in possession (Km),Matches played,Goals on set pieces,Attempts blocked outside penalty area,Distance covered not in possession (m),Distance covered not in possession (Km),Attempts set pieces,Attempts in open play,Attempts on throw in,Saves on attempts inside penalty area,Saves on attempts outside penalty area,Team average speed,Big Chances
2024454,Poland,TRUE,FALSE,1,56,17,3,10,0,18,5,0,1,3,9,35,15,2,1,472,85,104791,40657,31.5,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,2,1,5,5,13,1,2,0,182,04:30.3,31,6,17,8,6,0,3,1,0,3,2,1,0,1,0,10,554,137,375,42,106,335,31,472,106,335,31,0.774,0.893,0.738,117,65,135,155,3.044,57,31,14,1,20,14,5,69,9,36,24,37,2,4,5,10,7,3,6,12,4,8,69,12,57,165,4,31,2,0,2,0,1,0,0,0,0,0,1,1,3,0,0,0,6,1,4,1,5,1,4,0,83,35:57.4,13,5,10,4,9,0,0,0,1,60413,18023,18885,7470,58,17,18,7,10409,5861,1842,1939,767,83,8,7,2,59:22.3,27:18.5,09:24.2,19:30.1,335,1,104.79,40.65,1,0,2,36908,36.9,1,16,0,1,0,6.5,0
2024454,Slovakia,FALSE,TRUE,2,44,11,2,5,1,18,2,1,2,4,30,39,13,1,0,352,83,109387,35134,30.6,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,1,0,0,0,2,0,1,4,5,2,4,0,181,11:00.0,9,1,3,5,6,0,2,3,0,1,1,1,0,1,0,12,422,96,266,60,79,240,33,352,79,240,33,0.823,0.902,0.55,84,68,106,94,2.331,19,3,5,1,3,9,5,21,3,8,10,14,0,22,8,13,9,4,8,9,3,6,69,50,19,164,4,29,1,0,1,0,2,0,0,0,0,0,5,0,0,2,1,0,15,0,4,11,7,0,4,3,47,35:57.4,15,9,4,10,5,0,0,0,0,61421,20447,20780,6739,56,19,19,6,10535,5771,2026,2065,673,81,10,7,2,09:37.4,38:51.9,16:18.2,17:45.2,310,2,109.38,35.13,1,0,2,45275,45.27,0,11,0,1,1,6.8,0
2024476,Portugal,TRUE,FALSE,2,49,10,5,5,0,50,0,0,3,5,6,31,9,0,0,500,91,102281,36879,31.7,0,2,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,6,1,1,0,127,09:23.2,11,2,6,3,2,0,1,1,0,0,0,0,0,0,0,10,552,137,366,49,121,351,28,500,121,351,28,0.883,0.959,0.571,109,83,156,152,4.346,28,12,3,1,15,5,2,26,5,11,10,21,3,4,2,10,5,5,2,9,3,6,53,24,28,107,1,15,1,1,2,0,3,0,0,0,0,0,3,0,1,0,2,2,6,1,5,0,6,1,5,0,100,40:18.1,14,4,5,7,7,1,2,0,2,65272,15634,15070,6305,64,15,15,6,9787,6120,1545,1493,629,86,7,5,2,33:21.4,15:37.4,55:16.7,16:19.3,281,0,102.28,36.87,1,2,0,42627,42.62,2,8,0,1,2,6,0
2024476,France,FALSE,TRUE,2,51,11,5,5,0,45,1,2,3,4,11,29,15,4,0,555,93,99295,38459,33.7,0,2,2,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,3,2,2,3,6,2,2,0,125,07:59.6,7,1,3,3,1,0,0,1,0,1,0,0,0,0,0,10,594,169,379,46,151,367,37,555,151,367,37,0.893,0.968,0.804,110,81,182,182,4.752,42,23,7,0,13,6,2,31,4,14,13,26,0,9,2,13,9,3,6,7,5,2,46,20,24,114,0,24,0,2,2,0,3,0,0,0,0,0,3,0,0,0,2,0,8,2,6,0,8,2,6,0,100,40:18.1,7,8,7,4,3,2,1,0,0,62090,14447,16012,6746,63,14,16,7,9468,5782,1424,1590,672,87,6,5,2,36:02.5,09:42.8,58:33.6,17:25.5,315,1,99.29,38.45,1,1,1,39478,39.47,1,10,0,2,1,5.6,1
2024466,Portugal,TRUE,FALSE,2,44,8,2,3,1,25,5,2,5,4,22,29,5,0,0,373,86,103330,34856,32.8,2,2,4,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,3,0,1,1,1,0,0,2,0,1,2,6,1,0,0,142,11:28.6,18,5,6,7,6,0,2,3,0,3,2,3,0,3,0,10,434,107,270,57,87,246,40,373,87,246,40,0.813,0.911,0.702,95,71,109,98,3.056,33,16,11,6,9,6,4,37,2,23,12,18,1,17,4,9,5,2,6,19,7,12,50,28,22,121,2,26,4,0,4,0,5,0,0,0,0,0,4,2,1,0,0,3,7,6,1,0,7,6,1,0,100,37:08.8,15,3,2,7,8,0,0,0,1,61779,16761,17321,7469,60,16,17,7,9899,5786,1652,1716,745,84,8,6,2,14:44:39,21:08.7,03:24.5,19:20.3,333,2,103.32,34.85,1,0,1,44432,44.43,1,7,0,3,2,6.2,0
2024466,Germany,FALSE,TRUE,4,56,13,7,4,1,54,3,1,0,13,25,35,15,2,0,545,91,105881,42135,30.8,0,2,2,2,1,0,1,0,0,2,0,0,0,0,2,0,0,1,0,1,2,1,0,1,0,0,0,5,2,3,1,9,3,1,0,137,04:33.0,19,2,11,6,5,0,3,2,0,1,2,1,0,0,1,9,600,148,394,58,128,373,44,546,128,373,44,0.865,0.947,0.759,118,96,166,165,4.38,50,27,18,4,7,5,3,42,8,22,12,28,2,21,4,20,7,7,12,8,2,6,62,26,33,128,3,14,2,0,2,0,0,0,0,0,0,0,3,0,0,0,2,1,5,0,4,1,5,0,4,1,100,37:08.8,5,8,7,2,3,0,0,0,2,61721,17928,18934,7298,58,17,18,7,10115,5774,1747,1868,726,83,8,7,2,35:30.6,26:35.6,09:26.6,18:52.4,332,4,105.88,42.13,1,0,0,38913,38.91,0,13,0,0,0,6.3,0
2024452,Scotland,TRUE,FALSE,0,56,19,5,3,1,26,6,1,5,2,18,50,6,0,0,373,77,109602,44491,32.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,4,1,2,1,16,2,1,0,235,04:38.6,25,1,9,15,9,0,3,6,0,0,6,2,0,0,2,21,483,98,297,88,67,263,43,373,67,263,43,0.684,0.886,0.489,85,70,119,99,2.055,39,20,12,4,12,11,4,44,11,17,16,20,2,12,6,8,6,1,3,10,3,7,101,41,57,224,0,35,2,0,1,1,5,0,0,0,0,0,4,1,0,0,2,0,9,0,1,8,4,0,1,3,44,35:58.5,6,4,2,1,5,0,0,0,2,61363,18995,20380,8864,56,17,19,8,10394,5681,1843,1998,872,82,9,7,2,04:49.5,31:31.9,14:34.6,22:48.2,396,0,109.6,44.49,1,0,3,37234,37.23,0,19,0,4,1,6.7,2
2024452,Czech Republic,FALSE,TRUE,2,44,10,7,3,0,70,6,2,6,5,38,57,6,0,0,257,72,116931,37442,32.4,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,2,2,1,7,3,0,0,234,11:43.0,18,2,6,10,6,0,2,2,0,1,5,1,0,1,0,8,357,122,166,68,90,130,37,257,90,130,37,0.738,0.783,0.544,85,52,58,62,1.526,28,10,8,0,8,7,4,40,3,22,15,14,5,26,12,11,6,3,7,4,1,3,88,49,36,226,11,37,0,0,0,0,6,0,0,0,0,0,13,2,1,1,1,1,5,0,0,5,2,0,0,2,40,35:58.5,6,5,1,2,4,0,0,0,1,61847,20779,24899,9406,53,18,21,8,11232,5752,2058,2485,937,79,10,9,2,38:58.5,39:59.1,30:44.3,24:27.5,432,1,116.93,37.44,1,0,0,49879,49.87,0,10,0,4,1,7.2,3
2024473,Slovakia,TRUE,FALSE,0,38,3,0,2,0,0,0,1,6,7,24,33,14,2,0,296,82,100735,28057,29.9,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,175,16:11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,362,100,209,53,78,190,28,296,78,190,28,0.78,0.909,0.528,75,63,81,77,2.069,12,4,1,0,4,3,0,6,1,1,4,6,6,18,6,17,10,3,12,6,1,5,70,48,21,164,3,29,5,0,5,0,5,1,0,0,1,0,6,1,1,0,6,4,9,0,3,6,5,0,3,2,56,38:39.4,7,9,5,6,1,1,0,0,0,60518,17674,17563,4980,60,18,17,5,9711,5720,1754,1743,494,84,9,6,1,40:36.2,25:24.4,04:35.4,13:10.3,240,0,100.73,28.05,1,0,1,51352,51.35,0,3,0,5,1,6.2,0
2024473,Spain,FALSE,TRUE,5,62,17,9,5,1,53,7,0,0,4,1,43,7,2,0,612,89,107449,50240,30.6,0,3,0,2,0,1,1,1,0,3,0,0,0,0,3,0,0,0,1,2,3,1,0,1,0,0,0,8,1,2,3,11,3,2,0,173,01:41.7,23,3,14,6,5,0,3,2,3,2,2,5,3,1,1,16,688,166,476,46,140,439,33,612,140,439,33,0.843,0.922,0.717,129,111,180,192,3.977,54,32,10,2,15,11,11,58,11,33,14,37,0,1,0,9,5,1,5,15,3,12,62,15,44,157,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,2,0,2,0,2,0,100,38:39.4,14,1,6,5,9,0,0,0,1,63805,18322,19112,6210,59,17,18,6,10279,5957,1807,1894,621,83,8,7,2,39:38.7,28:29.8,10:07.7,0:16:19,274,5,107.44,50.24,1,0,0,32573,32.57,1,16,0,0,0,6.3,1
2024463,Spain,TRUE,FALSE,1,69,11,5,6,1,45,7,1,1,2,10,38,16,2,0,661,87,109786,51680,33.3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,5,0,4,2,7,1,1,0,203,57:15.0,25,5,15,5,3,0,3,0,3,2,2,4,3,1,0,5,758,230,455,73,189,413,59,661,189,413,59,0.822,0.908,0.808,167,131,183,180,3.734,68,28,17,4,30,16,2,71,8,29,34,51,0,7,3,6,4,2,2,20,9,11,75,28,46,181,0,28,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,3,0,4,1,3,0,100,36:17.0,18,5,11,10,8,0,2,0,2,62183,19646,20650,7307,57,17,19,7,10479,5781,1936,2039,723,82,9,7,2,17:54.8,35:12.8,15:49.7,19:02.4,315,1,109.78,51.68,1,0,0,28883,28.88,2,9,0,1,0,6.6,3
2024463,Poland,FALSE,TRUE,1,31,5,2,3,2,40,1,2,4,7,34,51,18,4,0,150,64,108421,25225,31.7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,2,0,1,2,5,0,0,0,197,18:40.8,9,1,3,5,3,0,2,1,0,0,1,0,0,0,0,7,236,88,93,55,58,66,26,150,58,66,26,0.659,0.71,0.473,48,37,36,29,1.198,19,1,7,1,7,6,1,20,3,13,4,7,1,28,6,25,18,9,11,4,2,2,73,42,29,178,0,24,1,0,1,0,4,0,0,0,0,0,2,1,1,1,2,2,6,0,0,6,1,0,0,1,17,36:17.0,14,8,10,9,5,1,0,0,1,63121,19324,19090,6886,58,18,18,6,10423,5928,1916,1894,685,83,8,7,2,24:29.5,33:33.9,10:21.2,18:03.8,318,1,108.42,25.22,1,0,0,54518,54.51,0,5,0,4,0,6.7,2
2024453,Spain,TRUE,FALSE,0,75,17,5,8,0,29,6,2,0,1,6,31,7,0,0,852,89,110652,62427,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,5,3,17,0,0,0,176,48:12.1,33,3,20,10,9,0,7,2,2,1,3,5,2,1,2,11,954,233,638,83,195,590,67,852,195,590,67,0.837,0.925,0.807,171,153,274,254,5.42,96,46,17,1,25,18,3,80,5,33,42,58,0,3,3,6,5,0,2,11,2,9,67,14,52,163,2,20,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,4,0,4,0,4,0,4,0,100,37:12.9,11,1,6,4,7,0,1,0,1,68001,18944,18187,5520,61,18,16,5,10553,6352,1863,1791,547,84,9,6,1,44:07.8,31:45.4,07:11.3,14:31.0,263,0,110.65,62.42,1,0,2,24506,24.5,0,17,0,0,0,6.7,3
2024453,Sweden,FALSE,TRUE,0,25,4,0,2,0,0,1,1,5,7,43,39,11,1,0,103,59,113516,22777,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,4,0,0,0,176,21:15.1,5,0,2,3,1,0,0,1,0,1,0,0,0,0,0,11,176,56,72,48,34,54,15,103,34,54,15,0.607,0.75,0.313,35,21,23,24,1,8,3,2,1,3,1,1,12,1,9,2,6,1,27,16,16,9,3,9,2,0,2,57,35,22,166,4,27,0,0,0,0,5,0,0,0,0,0,10,0,0,2,2,3,11,0,0,11,4,0,0,4,36,37:12.9,6,7,4,5,1,0,0,0,2,68796,21268,19064,4388,61,18,17,4,10875,6434,2110,1896,435,82,10,7,1,33:00.4,43:06.0,10:44.4,11:33.3,198,0,113.51,22.77,1,0,1,67696,67.69,0,4,0,3,2,6.9,1
2024474,Sweden,TRUE,FALSE,3,39,12,4,5,0,33,6,0,5,1,48,40,13,1,0,136,58,109556,29582,32,0,3,2,0,2,1,0,0,0,3,0,0,0,0,3,0,0,1,0,2,3,0,0,0,0,0,0,4,0,3,2,9,2,1,0,233,17:55.5,13,0,5,8,4,0,0,3,0,2,4,1,0,0,1,11,235,66,105,64,46,71,19,136,46,71,19,0.697,0.676,0.297,51,29,19,37,1.009,19,12,7,0,12,5,6,29,3,16,10,11,0,34,14,4,3,1,3,14,5,9,82,49,32,216,6,34,2,0,2,0,5,0,0,0,0,0,9,0,1,0,3,4,11,0,0,11,4,0,0,4,36,38:02.9,13,8,5,9,4,0,1,0,1,65512,18645,18100,7299,60,16,17,7,10478,6137,1830,1788,723,83,9,6,2,43:22.9,30:19.7,06:23.4,18:51.3,307,2,109.55,29.58,1,0,3,48108,48.1,0,12,0,0,4,6.5,0
2024474,Poland,FALSE,TRUE,2,61,18,6,6,2,33,10,1,1,6,21,41,13,2,0,396,78,106797,45094,31.5,0,2,3,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,6,2,0,2,0,0,0,2,4,5,1,15,1,2,0,230,06:52.5,45,4,25,15,9,0,6,3,1,4,5,3,1,1,1,10,509,125,315,69,98,265,33,396,98,265,33,0.784,0.841,0.478,101,63,102,130,2.213,38,19,12,1,21,11,4,64,12,31,21,39,2,16,4,14,8,5,9,4,1,3,79,32,43,213,3,29,3,0,3,0,1,0,0,0,0,0,2,1,1,1,1,0,4,0,0,4,2,0,0,2,50,38:02.9,12,4,9,5,7,0,0,0,0,63169,17751,17916,7961,59,17,17,7,10258,5955,1745,1770,788,84,8,6,2,53:36.5,25:53.0,05:52.8,20:35.2,335,2,106.79,45.09,1,0,3,30184,30.18,0,18,0,1,0,6.4,1
2024464,Sweden,TRUE,FALSE,1,43,13,4,6,0,31,7,1,0,6,26,32,16,1,0,367,83,108991,35950,31.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,5,1,11,1,0,0,167,09:38.7,20,2,7,11,5,0,2,3,0,2,5,2,0,0,2,17,441,105,282,54,85,256,26,367,85,256,26,0.81,0.908,0.481,89,68,91,119,2.641,37,25,11,2,16,16,2,48,10,17,21,22,1,15,10,11,5,4,1,5,2,3,57,22,35,156,5,24,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,8,0,2,6,4,0,2,2,50,36:04.9,6,3,13,3,3,0,0,0,3,65930,19691,17553,5817,60,19,16,5,10466,6200,1947,1738,581,83,10,6,1,29:14.0,35:32.2,04:53.1,15:16.9,275,0,108.99,35.94,1,1,2,48600,48.6,1,12,0,0,0,6.7,0
2024464,Slovakia,FALSE,TRUE,0,57,10,0,5,0,0,6,3,3,4,26,33,7,3,0,543,88,105624,44592,30.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,9,1,0,0,172,01:16.7,23,3,13,7,8,0,3,5,0,1,5,4,0,1,3,19,619,129,422,68,105,392,46,543,105,392,46,0.814,0.929,0.676,120,100,162,161,3.599,23,19,13,1,12,13,2,35,2,16,17,27,0,15,11,11,7,2,3,5,4,1,63,33,30,153,3,18,0,1,1,0,3,0,0,0,0,0,5,1,0,1,1,0,4,1,1,2,4,1,1,2,100,36:04.9,15,4,3,12,3,1,0,0,1,62129,18902,18818,5775,59,18,18,5,10148,5851,1864,1860,573,83,9,7,1,30:23.8,1:31:34,09:17.9,15:19.3,271,0,105.62,44.59,1,0,1,37379,37.37,0,10,0,2,1,6.4,0
2024483,Sweden,TRUE,FALSE,1,46,13,3,7,2,23,6,2,2,2,19,43,11,2,1,566,84,144237,53049,30.2,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,1,1,2,1,0,0,1,2,5,2,8,2,2,1,217,32:13.3,19,1,12,6,1,0,1,0,0,2,4,0,0,0,0,13,670,162,437,71,135,389,42,566,135,389,42,0.833,0.89,0.592,127,87,171,181,3.088,57,39,13,0,19,17,5,52,14,19,19,34,1,16,3,5,3,2,3,17,3,14,83,34,47,202,3,28,2,0,2,0,2,0,0,0,0,0,3,0,1,0,1,2,7,0,4,3,4,0,4,0,57,11:51.8,7,5,6,4,3,0,0,0,3,82022,26795,26336,9084,57,19,18,6,14054,7796,2690,2658,910,81,10,7,2,12:10.6,09:38.1,36:54.0,23:53.8,404,1,144.23,53.04,1,0,0,67228,67.22,1,12,0,2,0,6.2,1
2024483,Ukraine,FALSE,TRUE,2,54,15,4,8,1,27,2,3,2,5,42,49,7,2,0,682,89,142740,61601,29.9,0,2,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,3,0,1,1,1,0,0,4,0,5,3,10,2,2,0,220,24:42.2,21,1,12,8,7,0,2,5,0,2,0,1,0,1,0,10,769,157,513,99,141,475,66,682,141,475,66,0.898,0.926,0.667,123,138,207,214,3.495,59,29,13,0,22,14,6,57,7,24,26,45,2,39,3,18,13,3,14,5,2,3,77,48,29,204,3,32,1,0,0,1,1,1,1,0,0,0,1,1,2,1,3,6,7,0,3,4,4,0,3,1,57,11:51.8,11,3,4,6,5,0,0,0,2,81184,25902,26397,9257,57,19,18,6,13767,7648,2575,2628,916,82,9,7,2,30:15.4,04:52.0,36:50.4,0:24:02,395,2,142.74,61.6,1,0,2,56965,56.96,1,14,0,1,1,6.2,2
2024485,Switzerland,TRUE,FALSE,1,34,9,2,5,0,22,9,4,10,9,32,58,15,2,1,284,73,140414,38860,31.7,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,2,0,4,1,8,0,0,0,236,38:58.2,14,4,2,8,5,0,0,5,0,2,7,6,0,1,5,6,388,101,202,85,68,168,48,284,68,168,48,0.673,0.832,0.565,87,56,71,70,1.644,19,10,8,1,8,5,0,33,2,21,10,15,3,22,10,21,12,4,13,7,3,4,102,68,32,218,9,23,1,0,1,0,10,0,0,0,0,0,15,1,3,2,2,3,10,2,0,8,8,2,0,6,80,07:24.5,13,10,5,11,2,0,0,0,2,80286,24361,25730,10037,57,18,18,7,14028,7844,2505,2644,1035,82,9,7,2,13:30.5,57:55.4,34:22.0,26:08.1,460,1,140.41,38.86,1,0,2,70883,70.88,1,8,0,7,3,6.7,0
2024485,Spain,FALSE,TRUE,1,66,27,10,8,0,37,13,2,1,4,15,53,14,1,0,911,91,147223,69091,31.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,1,0,0,7,3,7,1,22,1,3,0,235,11:36.0,30,5,16,9,13,1,7,5,3,3,7,8,3,2,3,12,1003,206,709,88,177,661,73,911,177,661,73,0.859,0.932,0.83,197,157,263,294,4.268,111,55,28,3,16,24,8,93,22,30,41,60,0,12,3,9,5,3,3,15,4,11,89,25,59,213,2,36,1,0,1,0,1,0,0,0,0,0,3,0,0,0,4,3,7,0,7,0,7,0,7,0,100,07:24.5,15,2,12,5,10,0,1,0,4,83729,24059,27622,11813,57,16,19,8,14060,7789,2360,2734,1177,82,9,7,2,57:28.7,1:56:24,41:03.1,30:40.8,512,1,147.22,69.09,1,0,2,45735,45.73,1,26,0,1,0,6.8,2
2024467,Switzerland,TRUE,FALSE,3,49,23,10,8,1,43,8,0,5,7,21,41,14,1,0,433,89,106456,39772,32.2,0,3,1,0,1,2,0,0,0,3,0,0,0,0,1,2,0,0,2,1,5,0,1,1,1,0,0,6,4,4,4,15,4,3,0,185,06:15.3,21,1,10,10,2,0,2,0,0,1,7,0,0,0,0,6,487,156,284,47,135,267,31,433,135,267,31,0.865,0.94,0.66,124,90,103,116,2.632,48,19,16,1,18,16,13,52,12,16,24,31,0,21,0,14,7,3,11,16,4,12,58,31,25,162,4,28,1,0,0,1,5,0,0,0,0,0,7,1,1,0,1,2,10,4,2,4,8,4,2,2,80,34:39.8,20,4,10,6,14,0,1,0,1,60741,17329,19883,8503,57,16,19,8,10214,5674,1712,1979,849,83,8,7,2,06:35.6,23:28.4,12:47.4,21:46.5,333,3,106.45,39.77,1,0,2,40357,40.35,1,22,0,3,2,6.7,1
2024467,Turkey,FALSE,TRUE,1,51,19,6,9,0,32,8,1,7,5,24,35,20,3,0,434,87,102849,37568,32.4,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,3,3,3,6,14,2,3,0,186,04:49.1,18,2,5,11,10,1,2,4,1,0,7,2,1,0,1,10,499,147,305,47,126,279,29,434,126,279,29,0.857,0.915,0.617,121,76,109,128,2.683,40,32,9,0,10,7,5,36,8,12,16,23,1,22,2,16,11,4,12,14,3,11,77,35,41,168,5,16,3,0,1,2,7,0,0,0,0,0,8,3,1,1,0,6,8,1,3,4,5,1,3,1,62,34:39.8,13,14,6,9,4,0,0,0,0,60093,16885,17726,8145,58,17,17,8,9943,5699,1667,1763,814,84,8,6,2,14:24.1,20:51.7,04:19.9,20:39.0,322,1,102.84,37.56,1,0,2,40664,40.66,0,19,0,5,2,6.5,0
2024447,Turkey,TRUE,FALSE,0,39,3,0,1,0,0,2,2,6,5,31,41,10,2,0,301,80,105753,30945,32,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,175,10:58.4,11,4,4,3,3,0,1,2,0,1,1,1,0,0,1,12,375,107,202,66,89,181,31,301,89,181,31,0.832,0.896,0.47,76,53,91,81,2.143,13,8,5,0,3,2,1,14,0,8,6,10,2,24,7,14,9,3,6,3,2,1,71,50,20,159,5,23,3,0,3,0,6,0,0,0,0,0,6,4,1,0,4,1,11,1,2,8,5,1,2,2,45,34:00.2,8,6,4,5,3,0,0,0,4,61728,18126,18607,7292,58,17,18,7,10193,5828,1792,1846,727,83,8,7,2,07:20.7,27:45.6,08:25.9,18:47.4,337,0,105.75,30.94,1,0,0,51572,51.57,0,3,0,5,2,6.6,0
2024447,Italy,FALSE,TRUE,3,61,24,8,11,0,33,8,4,0,2,6,29,8,0,0,555,87,111277,50896,33.8,0,2,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,2,7,4,15,6,3,0,175,57:45.7,22,3,10,9,6,0,2,4,1,2,5,3,1,0,2,20,640,181,402,57,150,371,34,555,150,371,34,0.829,0.923,0.596,157,101,146,151,3.657,58,45,14,1,17,13,9,73,10,33,30,48,0,6,0,5,3,2,1,9,3,6,65,19,46,162,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,1,0,1,0,1,0,1,0,100,34:00.2,10,3,5,4,6,0,0,0,2,62415,19336,20969,8557,56,17,19,8,10651,5821,1910,2070,850,81,9,8,2,47:43.0,33:17.4,1:17:07,22:02.5,368,3,111.27,50.89,1,0,3,35340,35.34,0,24,0,0,0,6.9,0
